Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2005","2005","ha","598","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2005","2005","100 g/ha","112124","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2005","2005","t","6705","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2006","2006","ha","719","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2006","2006","100 g/ha","120584","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2006","2006","t","8670","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2007","2007","ha","490","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2007","2007","100 g/ha","120551","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2007","2007","t","5907","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2008","2008","ha","581","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2008","2008","100 g/ha","126833","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2008","2008","t","7369","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2009","2009","ha","651","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2009","2009","100 g/ha","134839","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2009","2009","t","8778","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2010","2010","ha","666","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2010","2010","100 g/ha","134189","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2010","2010","t","8937","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2011","2011","ha","832","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2011","2011","100 g/ha","127356","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2011","2011","t","10596","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2012","2012","ha","836","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2012","2012","100 g/ha","139868","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2012","2012","t","11693","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2013","2013","ha","855","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2013","2013","100 g/ha","141871","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2013","2013","t","12130","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2014","2014","ha","932","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2014","2014","100 g/ha","126255","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2014","2014","t","11767","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2015","2015","ha","1104","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2015","2015","100 g/ha","149348","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2015","2015","t","16488","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2016","2016","ha","1003","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2016","2016","100 g/ha","208808","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2016","2016","t","20943.4","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2017","2017","ha","1296","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2017","2017","100 g/ha","196708","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2017","2017","t","25493.4","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2018","2018","ha","1219","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2018","2018","100 g/ha","333612","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2018","2018","t","40667.3","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2019","2019","ha","1575","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2019","2019","100 g/ha","276869","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2019","2019","t","43606.8","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","1185","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2020","2020","100 g/ha","258871","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2020","2020","t","30676.2","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2021","2021","ha","1193","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2021","2021","100 g/ha","289409","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2021","2021","t","34532.3","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01251","Carrots and turnips","2022","2022","ha","1191","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01251","Carrots and turnips","2022","2022","100 g/ha","326872","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01251","Carrots and turnips","2022","2022","t","38920.6","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1992","1992","An","1533300","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1993","1993","An","1433300","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1994","1994","An","1330400","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1995","1995","An","1340900","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1996","1996","An","1383700","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1997","1997","An","1477900","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1998","1998","An","1550200","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","1999","1999","An","1621100","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2000","2000","An","1664400","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2001","2001","An","1722900","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2002","2002","An","1794300","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2003","2003","An","1872200","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2004","2004","An","1934420","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2005","2005","An","2007210","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2006","2006","An","2067000","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2007","2007","An","2123000","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2008","2008","An","2188100","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2009","2009","An","2255000","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2010","2010","An","2299700","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2011","2011","An","2336600","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2012","2012","An","2378500","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2013","2013","An","2412300","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2014","2014","An","2445178","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2015","2015","An","2465997","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2016","2016","An","2484272","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2017","2017","An","2476339","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2018","2018","An","2482627","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2019","2019","An","2484154","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2020","2020","An","2504048","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2021","2021","An","2519692","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5111","Stocks","02111","Cattle","2022","2022","An","2498179","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1992","1992","t","2693.41","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1992","1992","An","416000","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1993","1993","t","2435.65","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1993","1993","An","380000","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1994","1994","t","2403.41","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1994","1994","An","379000","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1995","1995","t","2368.58","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1995","1995","An","372000","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1996","1996","t","2538.58","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1996","1996","An","395500","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1997","1997","t","2909.22","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1997","1997","An","444000","E","Estimated value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1998","1998","t","3040.39","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1998","1998","An","446800","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","1999","1999","t","3166.85","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","1999","1999","An","469800","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2000","2000","t","3380.39","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2000","2000","An","501800","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2001","2001","t","3473.97","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2001","2001","An","505100","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2002","2002","t","3741.98","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2002","2002","An","556300","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2003","2003","t","3965.17","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2003","2003","An","600700","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2004","2004","t","4078.32","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2004","2004","An","612000","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2005","2005","t","4134.01","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2005","2005","An","637900","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2006","2006","t","4215.99","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2006","2006","An","648700","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2007","2007","t","4243.28","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2007","2007","An","672800","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2008","2008","t","4333.58","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2008","2008","An","688000","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2009","2009","t","4410.82","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2009","2009","An","918100","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2010","2010","t","4843.15","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2010","2010","An","1021500","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2011","2011","t","4977.2","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2011","2011","An","1046100","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2012","2012","t","5103.88","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2012","2012","An","1059123","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2013","2013","t","5206.85","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2013","2013","An","1080300","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2014","2014","t","5274.57","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2014","2014","An","1094400","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2015","2015","t","5592.8","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2015","2015","An","1160400","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2016","2016","t","5645.86","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2016","2016","An","1171400","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2017","2017","t","5728.53","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2017","2017","An","1188570","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2018","2018","t","5845.69","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2018","2018","An","1211980","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2019","2019","t","5945.22","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2019","2019","An","1233500","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2020","2020","t","6167.33","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2020","2020","An","1279495","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2021","2021","t","6251.72","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2021","2021","An","1297156","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","6407.67","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2022","2022","An","1329480","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1992","1992","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1993","1993","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1994","1994","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1995","1995","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1996","1996","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1997","1997","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1998","1998","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","1999","1999","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2000","2000","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2001","2001","t","0","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2002","2002","t","52.5","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2003","2003","t","87.5","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2004","2004","t","175","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2005","2005","t","175","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2006","2006","t","175","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2007","2007","t","175","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2008","2008","t","175","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2009","2009","t","175","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2010","2010","t","121.25","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2011","2011","t","138.81","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2012","2012","t","157.21","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2013","2013","t","167.38","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2014","2014","t","129.09","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2015","2015","t","142.74","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2016","2016","t","157.63","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2017","2017","t","161.36","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2018","2018","t","157.37","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2019","2019","t","150.7","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2020","2020","t","148.3","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2021","2021","t","149.44","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1992","1992","t","6000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1993","1993","t","4000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1994","1994","t","2000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1995","1995","t","1600","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1996","1996","t","8600","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1997","1997","t","8600","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1998","1998","t","9600","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","1999","1999","t","9700","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2000","2000","t","9700","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2001","2001","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2002","2002","t","10400","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2003","2003","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2004","2004","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2005","2005","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2006","2006","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2007","2007","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2008","2008","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2009","2009","t","10000","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2010","2010","t","18000.96","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2011","2011","t","18036.81","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2012","2012","t","18163.47","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2013","2013","t","18372.04","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2014","2014","t","16744.51","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2015","2015","t","9898.26","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2016","2016","t","10603.81","I","Imputed value",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","22251.02","Cheese from skimmed cow milk","2017","2017","t","10476.97","I","Imputed value",""
